number_id,written_number_image,author_age,author_id,author_name,stroke_thickness,pen_pressure,number_label
7040,,30,kDfsgO5qaY,Tommie Gorczany,2.57829107,4.268771314877085,1
8556,,58,mm630UIVkp,Mr. Gregory Brown,1.9621213115984577,9.626295422203839,7
2046,,65,5oyn5kP6Fu,George Kassulke,4.801540768635459,7.374508776934817,6
8626,,59,hbNHDeAYaD,Kelley Cummerata,0.35455863249953834,2.9474828467937186,7
7143,,55,SdKRwwRmox,Sue Leffler,0.780633511,4.464310753,8
5193,,42,RjbMouNucB,Janie Paucek Jr.,1.566215157788247,2.557960077887401,8
4097,,32,CvuYqpFAZJ,Boyd Considine,0.2618476870469749,1.9882989434991032,3
7136,,58,gf8MlJTJEH,Ms. Lydia Hodkiewicz-Schimmel,2.590499319485389,4.3538029852788895,8
854,,61,B8BOFvgNkt,Curtis Cummerata,0.32138724979013206,2.4377574011450633,3
1508,,64,iowx1qfTUs,Joel Bins DVM,3.8056511332280936,6.970629173563793,7
6574,,26,7l4W8Adjqu,Kristi Koelpin-Ankunding,0.5238355439156295,6.930337884812616,3
9730,,58,5ybCamQpEo,Kim Cummerata,0.35226345160044736,5.551762854680419,4
3291,,41,wBGDe4rfWi,Floyd Kertzmann,2.285998852993362,7.411656154436059,8
7896,,51,FwTx1r193f,Dustin Parisian,4.498392223007977,6.934924420202151,7
2104,,50,hvATWxdJWF,Mable Goyette,2.1068182314513253,4.946618945687078,4
7589,,31,MaHPFa28qz,Carrie Gulgowski DDS,3.947081792028621,7.884937272174284,3
3631,,51,QEsNwxmPno,Dr. Josh Morissette,0.8702714218758048,1.2943026584107429,8
8469,,41,pjQtLoKHaR,Jackie Feest,3.6448310918174687,9.815870651,6
7078,,60,nQdCxa57Pk,Leigh Brekke,0.13062734038103374,7.457403424312361,8
8761,,26,gH8WKkDBTQ,Hattie Treutel,3.600922140409239,6.070369654,2
6408,,49,9mk24bqHVs,Horace Wiegand MD,2.7330406941007825,6.228503164136782,1
6269,,37,VChOaLSxCS,Horace Farrell,1.6886162564391272,6.565863552968949,9
5197,,60,h1gksv9kHE,Noah Hoeger,4.130079289362766,1.546586015378125,6
6834,,22,E2k3rHmR5e,Sidney Batz,0.5251658293185756,9.540378112811595,2
7504,,46,HXNL4zf2Op,Bruce Zemlak,4.887709042802453,5.5804814893053845,5
414,,31,GojtOpHOIg,Brooke Kling,2.5914417421212423,7.566568831,5
8895,,50,DOfxDpiT7K,Archie Mosciski-Ziemann,2.6014602910960094,3.7639954909682274,6
819,,21,i46Jz2mEZZ,Moses Frami,0.5274416268337518,9.871057772,8
205,,35,SeP7uO9zxJ,Virgil Will-Bradtke,0.3439736871281639,9.0999861,4
3778,,61,6FV7i7hZmG,Garry Durgan,2.9127189734717835,9.191278052167036,3
6775,,62,ws9RnKxKz0,Claudia VonRueden-Rogahn,1.185172619717196,3.461864379,4
953,,61,h0IAtRzZsO,Pearl Halvorson,4.919451900920831,4.676605498651043,1
8605,,36,vBoMcBhCTm,Felipe Yundt,3.5970887322677303,9.030622952617705,8
409,,64,GTXMMNi9nB,Drew Witting,3.6054434156743813,3.934997722040862,3
9957,,49,zas4WRYe4a,Kathryn Wisozk,0.8204914157511667,1.0285391544457525,1
6384,,23,w41071CIUS,Lois Rempel-Hudson,2.9899583129445095,7.99355537,2
1225,,58,S1QRI5eYvq,Kelli Larkin,2.466536716418341,4.043453649,5
8899,,40,ro1bH3Rhd0,Josh Wolff,3.9517950460780416,1.8287286570994183,9
320,,27,PEZK9MRKCK,Stewart Lueilwitz,4.762498439592309,1.5383743076818064,2
4352,,33,x7EHnNJ0aD,Lucille Stamm,0.4141189761925489,8.946922261151485,7
5056,,33,KZWoWpDhzT,Melinda Kerluke,4.796490514092147,5.880886720609851,9
173,,40,DtbbrC4l5x,Mr. Francis Pollich,3.304280311544426,5.614418808952905,1
4003,,30,Rn6OaCWzZc,Dr. Victoria Huels I,2.887367783347145,6.142297784681432,6
3067,,64,c6kQo1WHdZ,Daryl Tromp V,3.113056598,4.891592942993157,4
94,,30,wupO40lrmT,Doris Yundt PhD,1.2470165348146112,3.061503197182901,9
1596,,32,UrAp4MEDz9,Leona Toy,2.874324925639667,6.187906691920944,3
895,,41,82FCBmP831,Alma Connelly Sr.,3.9591234597377483,9.676280432147905,7
3435,,23,ekBLiNq4HU,Lola Hoppe,3.9767061386955906,2.3995471369707957,6
1203,,51,uxzgzSg6Ff,Fred McLaughlin,4.1335389917949215,4.086647998308763,3
4185,,65,cGTnazCwUR,Preston Goyette,1.9481946833897383,6.8335333686554804,3
6947,,44,Ipi7Sv2dLw,Mr. Boyd Kuphal,0.3049946170533076,6.8188871768070385,6
750,,34,nt9KYEF3Vf,Clayton Kertzmann,2.9153334805043416,9.948699226719327,3
6597,,37,bAXgEPLEwK,David Kozey,3.311987027479336,5.474425428896211,9
9072,,19,fYMyovpih1,Roman Abshire,1.7321427961578595,1.554193348158151,2
7798,,20,qgvyrbuOyF,Rachel Reynolds,2.6697941316291693,1.5378297644201666,5
6960,,20,KlehqYlA9I,Justin Larson,2.1371454545296733,9.820683334372006,1
6157,,48,CpC797wuyC,Mae VonRueden,3.6260173420887445,9.581449663848616,1
7404,,20,AeZEzZVWmw,Randolph Veum,1.8983904828317466,6.478159183752723,9
4376,,44,QsdPXHPhTQ,Karla Schmidt,2.6286190348211678,6.301367969135754,3
1357,,45,CbD0bBZyDU,Mrs. Kristie Kris-MacGyver Jr.,2.178119445592165,1.322634718613699,3
6927,,63,cQiAYAgCmf,Harry Jacobson III,3.2960917833261196,9.328124289400876,5
4129,,34,WXI3iT5hwl,Floyd Crist,1.2898498681373896,9.626765906927176,7
4151,,41,OoR8Ni1z0i,Judy Dickinson,2.112980236578733,3.8412498182151467,9
2282,,21,CasVKn3S1H,Eloise Marvin,2.183953831600957,1.422907356,5
5275,,24,cXGnasDOK6,Miss Tabitha Wilderman,1.3865891279885547,8.788056338205934,4
8974,,48,1si1BTTgcg,Andy Thompson,1.9329390258761125,5.716486460296437,6
210,,26,OL2n2c51Yb,Wallace Fisher PhD,0.5653672002954409,7.975410924642347,3
1847,,27,CRLDU2ofEZ,Devin McClure,1.7221305607585238,1.5110273530008271,7
7253,,36,MykB0BKc43,Tyrone McGlynn,4.816399571043439,3.0321280047064647,3
1306,,50,tA6iBmeslg,Cathy Schuppe,1.7347140402533117,7.584811090840958,8
3923,,55,CO0V77UhkY,Bryant Heidenreich,3.7990244402782993,8.929377835,6
5359,,55,LEZoZw94ZA,Leonard Nader,4.167996404413134,8.201421841513366,5
4159,,24,t2SnEySCsp,Blanca Smith DDS,2.405091772740707,8.558357895817608,3
1919,,30,045928tGdC,Alexandra Conn,2.94627286,5.618820189149119,8
942,,57,c1BvkZl77Z,Christie Daniel,4.637952777720057,9.682424997,8
6036,,49,F7pmIwTOMP,Ian Torp,1.0642426035366954,8.305540090659633,2
6939,,43,2rHBZkWuGc,Heidi Hammes,1.3243068244075404,7.524860356817953,4
3679,,47,IPBZz2U4kw,Edgar Roob Sr.,1.3812942480668426,9.046570400008932,3
1218,,53,AUJFSP11jN,Gordon Nienow II,4.450113346450962,1.0480745701352134,3
665,,64,y0HE2opRZg,Patty Volkman,3.122833754168824,8.653626207145862,3
3224,,25,75dwmgH9lZ,Lana Beier,2.0667756205424666,1.2190619483590126,4
5573,,34,dxe1tP6B8D,Peter Schowalter,0.8903010368579999,8.432985454448499,2
1073,,44,PmvLRGagh8,Mr. Emanuel Vandervort,1.1393070600228385,3.342770067160018,2
7922,,21,RCdFi7BwxJ,Mamie Conn,1.2189943360630424,8.316469960380346,5
539,,56,mOwSxo8hck,Grady Bogisich MD,0.1432883385801688,0.7222432390553877,9
5,,21,WosiMAaGlT,Rafael Langosh,2.5747165217762817,3.9166355973575264,9
6460,,55,gsyWjArBeQ,Stanley Balistreri,3.2702284839702775,3.5732779356185347,5
1364,,55,qXCPIzWxXC,Doyle Stark,4.945051234867424,1.5513591282069683,2
4833,,20,1Egj7TdKlC,Allison Zboncak,1.203507422,4.610050217015669,3
1317,,32,oMmHniS9xc,Kristi Schneider,2.451097026281059,8.419532507075928,6
5854,,41,qVuhyNj5Li,Gertrude Gulgowski,0.5032238889252767,7.940755078801885,1
8863,,62,YeQnbgLyTJ,Jeannette Cremin,0.4327900566859171,7.9774080300703645,7
9711,,33,WAhqeBrEAl,Israel Williamson,1.5326868116389962,6.448873152607121,9
8856,,63,m8XlhX0P7w,Jamie Green,1.1881214929744603,5.403043148340657,7
6450,,44,ScZzYdgwPC,Victoria Morissette,1.5939246360445396,9.606564125861041,3
4326,,31,QK6A9wvtb9,Molly Walter,3.994418979529292,6.110698949312791,7
796,,50,S4wRr7L5Oa,Rosie Schiller,0.3448404814815149,2.471829387359321,1
4516,,28,YhKW0Hxg2c,Harvey Hansen,1.9261618213495242,8.661921407096088,3
5625,,31,WftpRcNGQU,Gregory Senger,3.5347825320204724,1.270680698682554,5
2439,,41,710BOZn71u,Travis Jast Sr.,0.822657237,7.356115712318569,6
9868,,44,qj3mHTeont,Duane Kohler MD,3.5508249792270368,3.8747465778142214,3
212,,59,wtIpkf41UK,Julian Wiza-Sawayn I,0.22466430894564837,1.3375251983525231,9
3454,,51,nrfIwL2kLz,Mrs. Lynette Quigley,3.9956109024817126,5.741101574618369,2
8952,,49,ZmIsZydXtv,Mrs. Amber Murray,4.023548652883619,7.206600348930806,6
6742,,29,QLhW9rLsGz,Percy Smith,2.1734783013816927,6.073066588141955,3
5329,,23,U6sHEkJpvs,Darrell Hilpert,3.9936744727659974,1.8356565102003515,2
3913,,23,djMsq2IOxa,Matthew Ullrich,1.3772911754203963,9.537149231764488,5
4840,,56,4FGadSUsfe,Marco Ritchie,3.7370218255789953,9.258349133539014,7
8111,,63,wGEvHipWiP,Krista Abernathy,1.962004146515392,6.734499531681649,7
1764,,52,h0kAYs9J8s,Spencer Stracke,3.1897467253496874,7.3294508893741295,8
7623,,51,B9sfpgB5JZ,Lindsay Harris,3.3000792694045233,1.5461221486330032,5
5986,,20,kkUEkn6sa3,Winston Torphy,1.4442068778444084,8.380769168375991,8
1087,,32,bCVgN6eLnl,Nora McCullough,0.9463583193486557,9.178999765,9
904,,51,ZoYTZGbihw,Caroline Kuhlman,2.9795991902705286,4.074423798476346,1
462,,52,mj5BbI0mJY,Herman Walsh,1.0018560312688352,3.259722230839543,5
9289,,25,YMJUbtrifW,Terrell Gottlieb,1.2131801708368586,5.987982650753111,3
5142,,22,hUBqqBM6rR,Vincent Rau,4.236671869386919,1.5413112589158118,1
2930,,45,rRAt9RgBVP,Nick Klein,4.991123873903416,6.888247818,9
1536,,64,2c9IbgLVyz,Carol Moore,0.7069634541170672,9.358479909249581,1
264,,49,cnmQ3b2TD1,Leticia Kilback,3.4996950807049876,2.417430872,5
2068,,47,LHI2naMS6E,Fred Grimes,3.4023746353574102,5.286448413,2
2873,,33,hEcdmhNyuA,Sandra Gleichner-Rice,1.2546075003454464,1.8802192349685356,5
8369,,58,fEvtLzzFEw,Kathryn Parker,0.8690973398508505,9.247197134653106,4
2797,,28,SbysS0NNHu,Blanche Streich-Breitenberg,1.4194524563616144,9.348549710353836,9
7987,,49,i0fqUfydE7,Aubrey Stehr,3.236783114,6.627842170884833,9
721,,49,gUynjZ8kla,Thomas Jacobi,4.632846232643351,9.155938846990466,2
9191,,24,lKD4Ah5ZbB,Everett Lang,2.6739594268845397,8.132170959142968,2
7538,,57,YS1rmU7c9E,Marsha Collins,0.14985852993559093,1.1466955709038302,8
1054,,24,paeEy60STa,Nicolas Ferry,3.3563247304409747,8.866525159566663,6
7383,,56,Y7rBNMYfmN,Ramiro Boyle,0.22015811484307052,2.098357084672898,8
1809,,29,XHe67SModz,Allison Leffler,1.7512670542346316,1.8761321401689202,7
7656,,51,7JFkPe0NI8,Kevin Morissette,1.0357661068672315,6.395798898302019,7
2762,,18,1sdQntE8ki,Felipe Abshire,4.339544096938335,2.319089975906536,8
5723,,55,qNHAnB1t5g,Dr. Roosevelt Abbott-Hansen,3.150678602373228,3.489152014721185,9
1886,,30,T9CKrTbv4q,Kayla Kirlin III,2.675975351291709,0.8390049962326884,4
1633,,50,TJws66f9BT,Carmen Conroy,0.5614094703923911,5.276425244170241,3
4260,,19,AYBF3mFtvj,Edward Herzog,0.6135053071659059,7.290700733545236,8
1345,,49,BcLLmqPSMH,Johnnie Torphy,0.2588021341711283,1.8751719493884593,5
8340,,38,BXD1cVH2aa,Jessica Dooley,1.3231430706800895,5.458434276748449,9
190,,58,vRoaNgaKMN,Ms. Flora Rau,4.112904722476378,7.082764322520234,4
7391,,58,Ysmg1luJpg,Terence Greenfelder,0.36686549661681056,9.787996631,5
4447,,55,YKCm95DqVh,Doreen Gutkowski,1.7526809197850528,8.879339056205936,3
3916,,21,AET7j4KHek,Angelica Kemmer,3.225769558991306,6.743201604578644,5
1289,,29,hQjI5fS2vg,Courtney Miller DDS,4.675104989530519,9.066215917,2
5402,,36,sRpmixXMI5,Duane Skiles,2.651919851,5.922261995263398,9
5581,,57,wdgJsvNiQ8,Brooke Gibson II,2.681416301382706,2.1145415361970663,9
2208,,29,KTri6kNqqf,Muriel Kihn,2.176261772424914,1.1290303423302248,4
4215,,26,1hLwwcpyaC,Roberta Jerde,0.4328605601796881,6.9659372481983155,2
5914,,45,oJczsQpWy2,Bernard Pacocha,3.139348244387657,5.737336843041703,3
8339,,32,MCpyXpFI7j,Margaret Flatley,0.3306685524992645,3.816388153238222,9
2711,,65,cA3e6a11WA,Dr. Carmen Koepp,1.9294924115063625,8.390883589047007,6
1121,,57,ElhWR9kO5v,Larry Stanton,0.46861863094381995,3.6844224758679047,2
5243,,52,IM42jXyKFB,Jeannette Quitzon,0.19840726677794013,2.7542283496586606,9
8510,,40,HMqdoCYJ0y,Steve Willms-Stamm,2.852842472982593,8.614270557183772,5
1163,,51,8Ev9bhoRN7,Shari Aufderhar,4.973340374417603,5.394994277856313,5
6673,,57,FN9bJjMqED,Tracy Cummerata,4.019412980321795,4.759367361781187,2
1709,,20,PKc8eN78JJ,Ernest Koepp,3.168134866072797,9.209338707150891,9
1729,,21,1OqsES6tYi,Olive Stamm,2.296431728359312,6.162836160277948,6
7588,,37,VXmCrx5NYU,Leland Koch,0.39987318271305416,3.744360883021727,5
6711,,64,scWQDAvsfa,Ben Greenholt,4.837463107588701,3.1702953005442396,5
4155,,47,NL9UFBhjPi,Candice Metz,0.8072165427030996,5.538244116818532,1
2465,,31,IOTK50Ra3V,Dr. Ryan Erdman,1.7008356112521144,5.944204342202283,2
2904,,58,ccQeMR6Iqe,Krystal O'Keefe I,3.703050553705544,5.8992484183982015,3
6108,,22,Jgwqv2xZUX,Troy Farrell,2.0905628522392363,1.1914998076390475,4
1311,,44,4lT9Gikc7m,Joan Rohan,4.360914160194807,3.167678509489633,7
5804,,28,oC7JdCzJeN,Mr. Alberto Hauck,0.7482510133413598,1.9428493499290198,5
4782,,45,wKKNZjTwW4,Kristen Farrell,3.333174137375318,9.367173147853464,7
3658,,28,qAeoDVkP1v,Sherry Tillman,0.31776897667441517,6.195157481124625,8
5504,,42,hHurZr9cuW,Mr. Barry Gleason,0.3506083513377235,5.049738015048206,6
23,,59,9RFxfxnhSa,Jesse Schmitt,2.3137513637309897,4.369333814131096,7
5310,,38,87fWJ1O7fW,Ella Raynor,2.3219949936959896,4.522182435495779,8
149,,31,Ew30IB4pMe,Leonard Ziemann,2.7405615337658675,7.343832870828919,3
9580,,23,bahgP9EVod,Ms. Bernice Moore,2.905459536821582,1.210462535964325,1
7636,,30,uHVvAI64hU,Emily Konopelski,2.9046102605294437,9.340257884,1
2338,,44,3vQ1DILHRu,Cory Roob,0.3051096247509122,1.939573179,9
5589,,51,gQr9BppWyN,Troy Kessler,3.125362642318942,4.235364756197669,2
1161,,24,mTwMSBiHRh,Traci Altenwerth DVM,1.805369374714792,6.791925814468414,5
9176,,37,edgbeZTbGT,Mr. Ervin Shields,3.6020789724774662,6.894922072999179,5
5848,,23,tjoDKmgiva,Gabriel Dach,2.720683652232401,2.796596789965406,4
3748,,27,8pnhukJ4K3,Shannon Dickinson,2.1852155370172115,4.505804043146782,3
3940,,43,PL7Qq3p0gx,Jody Metz V,2.350454395567067,5.974480849341489,3
6158,,54,dkMmhl1IWx,Virginia Hayes,3.6477720942115415,9.386096447,5
8101,,47,jSMvOWUwHA,Omar O'Keefe,3.5994424318196256,6.830506238620728,3
1067,,54,er6P3pJYXZ,Seth Orn,0.6354454814922065,1.7819889293750748,4
8112,,57,Ko3TkE2Sxr,Joanna Robel,1.6615755380131307,9.929834595764987,4
9515,,62,zYZX5Lh8IU,Margie Gutkowski,3.8752866073511543,5.479642492602579,2
5088,,20,0vSvwFTvK0,Francis Waters,2.144752711686306,7.466681073303334,8
170,,21,3h8OaIzPNB,Dan Gerlach,1.0391202514292672,7.2391341152833775,9
1529,,37,C6892hW70o,Nelson Conroy,4.294856724119745,8.578506084973924,3
926,,34,lssMhXCy9J,Josh Grimes,2.8055331113049764,4.822697022696957,4
2348,,55,9Gto0hENqN,Tonya Dibbert,2.2139209287473935,3.5815374820958823,4
1714,,27,Ylo4dvPG2g,Marion Sipes,3.5071323949843647,6.212732721120119,7
2124,,49,tPkUKfbN6k,Eugene Langosh,0.6038507539546117,6.364185471087694,9
545,,41,6p8uahD4BV,Ms. Lorene Spencer,3.6980344157433143,5.256741138524376,3
9438,,48,aI45YqzDw2,Dr. Michele Wehner,1.4199397482443603,5.044494586,7
1232,,52,eHQgAJpzjJ,Sophia Rodriguez,1.0542292614933104,2.0122869026381522,9
1261,,26,tJljlskHUV,Lila Monahan,2.489544982509688,5.816405726131052,8
3449,,60,lIS5gRlXk1,Nina Sipes,4.713614106667228,7.399460319895297,3
9072,,58,0RSbwSIwrE,Willard Rath,0.7873378773918376,3.6955614091129974,2
3556,,24,pZ3mOns2iU,Damon Pfeffer,2.499490202055313,5.731695503229275,2
9103,,41,Ip3IlXYyDR,Mamie Kilback,3.4552498279139403,3.8108566714217886,2
2882,,20,JmrV4jJg9v,Joe Toy,1.0949966021813453,5.760381085565314,2
5274,,20,JGTq0F9gdT,Todd Rodriguez PhD,3.5266531248344113,1.1459171909373254,7
432,,54,fPD0aoXws6,Regina Wyman,2.723605523374863,9.510940746287815,2
4183,,64,N1MeLJE8ol,Valerie Mueller,4.257590898755007,6.359962519723922,7
4777,,65,ZQiKS7CGth,Santiago Ziemann Sr.,2.9098673844942824,2.1001175000565127,7
2382,,22,gCJUvbB8Qf,Leslie Stamm,1.504072202369571,4.941365323844366,7
4770,,26,CQ7p6d7jyS,Andre Brekke,0.30257019267883156,3.5225570825859904,8
6106,,34,GzU8G7o7Hn,Guy Lesch,1.334376086201519,7.341455751447938,4
6442,,45,xXMdrjp3ME,Josh Gislason,1.3539064643904568,4.067569835809991,1
2031,,61,VVZkAHNCGQ,Ms. Lora Ledner,4.5431492402451115,8.428485138574615,3
4191,,59,ST3tMN4K91,Ms. Christy Rohan,2.591969194915146,9.915373846655712,4
2280,,34,Oo6RcUpgNS,Becky Smith-Schmidt,2.153020574874245,8.304857388255186,3
7110,,34,ojMqi7nuXQ,Miss Leticia Torp IV,3.315095317945816,0.7582229260588065,6
863,,64,IESnxjyhCj,Brendan Murazik,1.0599224511301146,0.6970250636804849,8
3377,,48,tnS9quJHQf,Kathleen Bernier,0.9730960614513606,0.7346765289548784,5
2928,,55,7AbEVD7SkC,Evelyn Kuhic,2.292227716534399,7.313331658,7
7352,,23,0o58lXjgIo,Lester Grimes MD,4.539336019800976,7.558605819242075,9
6357,,28,phLLa2DIsm,Leon Bailey,0.9460310687310994,8.294711853,4
3472,,52,BNNxHTNjOs,Tonya Ziemann,0.5536917633144185,2.921029168763198,6
6762,,54,rI3SkHZY64,Miss Shelia Steuber IV,4.141378385,2.988061553100124,1
9960,,58,eRBzOnK5dQ,Ida Waters,0.9546293165069074,2.258425373933278,1
3430,,28,Svt2MFb0IV,Helen Champlin MD,4.850783177348785,7.604907787172124,8
7241,,55,wawyoIad2T,Kendra Conroy,2.2114415920106696,4.0522868449334055,3
9746,,59,j2ypH2og5s,Jeffrey Larson,3.4378139971988277,0.6382962159113958,8
902,,60,mFuu53amuN,Mercedes Lockman Jr.,0.5194389737443998,0.6558225133921951,5
8733,,26,CLCaf3fkeM,Wallace Stoltenberg,1.9370178386103365,5.5607777398545295,5
9529,,43,PgQKxxfJhF,Alberto Lindgren DVM,1.6700593690620738,9.258245588,5
5059,,48,6BQ22FYeHS,Valerie Rice,3.721018771477975,2.7069142491091043,1
1823,,49,gfWdc1bTB5,Luke Treutel DDS,0.8894362059421838,5.480320872971788,8
8924,,31,omoGUct1NO,Miss Paulette Labadie,2.8307678733486683,6.369817899190821,1
9006,,65,USn2gPbPKb,Hattie Wintheiser,3.674587355018594,5.985865534748882,7
2268,,49,QJ266NHNkM,Casey Trantow,3.062333871959709,7.089416757575236,3
2800,,46,Hq6kqZnsfi,Mr. Dwight Krajcik,2.930355842621066,4.441552771255374,4
4540,,36,3n1ETgxPrV,Alberto Waelchi,4.346603925805539,9.031698993,3
2238,,37,hTobRAw4o4,Kelly Marquardt III,1.587805966869928,8.184848167933524,4
2737,,23,RuzhxD3SmG,Dr. Ramiro Vandervort,0.9407031286740676,5.793115134,3
8520,,52,UDT2hhxXMj,Mitchell Shields,3.660671676881612,4.208699488663115,8
9787,,32,cwRBC1MVer,Kelley Collier,3.9374399469699712,1.6221110684564337,7
4599,,51,kdZ1ysEhFy,Theresa Schroeder,1.330026562092826,3.7795842802152038,3
5000,,37,AE6Q99lJ9N,Mr. Joey Keeling,2.8417004954768346,7.357935674022883,5
9692,,25,jqEiHcWlEF,Philip MacGyver-Hansen,0.5903167721815408,4.701725406339392,4
2267,,41,jee9sCw8la,Dr. Moses Muller,2.5522579725598917,0.8380606669234112,2
6095,,39,CJRbrduo42,Dr. Geoffrey Stracke,1.8426348794950174,2.4523902508663014,6
9331,,55,grNFQw7TKX,Terrell Kunde,4.429513222235255,5.658408253570087,4
2184,,25,mRMBMzx5N5,Dr. William Wuckert,1.0053607661277058,1.5210010863374919,2
7607,,53,Xyra6UNyWN,Luz Murphy,4.8859294530702755,9.297163286013529,3
9603,,23,vJ6qk53WPx,Wilbert Renner,2.2747246452141554,4.231182324467227,7
3758,,50,6QAGx6C0UY,Johnnie Hahn,4.462488333065994,9.216445475700311,6
8799,,26,81RJ1il1ZJ,Dr. Dwayne Gottlieb DVM,2.7013129490893335,9.906874228152446,6
7748,,27,SYLwfSmUCp,Jack Murazik,3.839850071445108,4.334266414982267,6
474,,42,UAdac9EBxA,Miss Lorraine Koelpin,4.939411945641041,4.690005057607777,4
7694,,20,mfC4AUx7br,Courtney Klocko,0.2594299858203158,1.5945019958307967,6
6218,,27,tAKBxgBD2u,Ms. Elisa Kovacek,1.3521667811553928,7.862795328604989,9
9312,,52,4BNXjRu9Ag,Cathy Hermann,3.001102618966252,9.806788006564602,4
2484,,22,WZULZK0MSt,Travis Langworth,0.3141353520099074,0.744428668,2
5918,,64,edeU16r1IY,Marshall Kassulke,4.771036848728545,5.834859440801665,8
2617,,65,jok0CBeKfX,Janet Zboncak,3.558132900577039,9.651732101,7
3994,,63,AuHITksX2e,Janice Zboncak,3.4245570985600358,2.685429668519646,6
1448,,63,7UGBBQKpwi,Holly Schaden,2.418774449825287,2.5449528044555336,8
6607,,44,V9cWe68Rkh,Shelia Langosh,3.367088933894411,4.959881369606592,2
4940,,36,QqkmsslFAj,Katherine Sanford,2.161001473851502,5.4364806823432446,7
843,,52,PqyIIR3Ip8,Theodore Dickens,3.6202666833996777,0.9035244687693194,2
3247,,24,mmq3YWgcID,Dwayne Mayer,3.0648702510632577,6.0759673395659775,2
3633,,20,XnzwvulYdV,Mr. Gustavo Steuber,4.006213930645027,7.694127961,5
7740,,50,jhb3AeCsCo,Julia Shields,3.730146378441714,3.013735721,1
9047,,43,EVAZyYVt6x,Cameron Conroy,2.8173701833467932,2.746751040685922,3
9161,,32,jcjAZyUWrC,Dominic Fadel,3.016113136569038,4.235892542172223,1
2016,,63,TzA9su2FiH,Billy Ledner,0.4373769582249224,5.429103359696455,3
3986,,54,P0FaxXI1Ko,Carroll Johnson,0.666655435,2.7971224547363818,9
876,,18,TLESGtlJvP,Peter West,1.8214175536530095,2.309265910182148,9
4850,,64,XNvSogTK68,Milton Howell,0.8661054341122508,7.523394266725518,1
2484,,44,MZZTNjVpMy,Karen Willms-Schinner,3.675644105,3.5172886322252452,6
3934,,49,5D7OFpyR5I,Esther Wolf IV,3.774041764903814,0.7883771266788244,6
6256,,63,LNnalXIsBG,Leslie Hessel-Kovacek,1.1066048145294192,7.073455109843053,2
963,,47,Tt1cprESOC,Dr. Owen Fisher,1.6071836681105198,4.492507412331179,8
1981,,57,S1REWxL8n7,Gene Gulgowski,1.8543294853763657,8.075552399270236,3
8544,,65,8Flp9OO8kb,Ralph Nitzsche,1.8809034190606329,1.0901685965945944,2
